Code,Area,Housing_Average,Housing_Median,CC_w_MSOA,BC_w_MSOA,crime_rate,NOx_index,Num_Schools_MSOA,E02000001,percent_green_blue,AVERAGE_AGE
E02000228,Croydon 035,623939.0,624475.0,3.852561576,6091204.365,31.0,72.0,2,19405.40446,72.0964496,71.533146358
E02000229,Croydon 036,304630.5,316375.0,3.570840336,4670267.269,85.0,67.0,3,20602.58504,42.50381296,62.52021685
E02000230,Croydon 037,432509.0,414937.5,3.854382022,17034267.98,74.0,86.0,5,19563.02123,48.9912684,72.63944041
E02000231,Croydon 038,719033.0,678750.0,3.730545455,10595506.91,38.0,73.0,6,20293.73451,56.60434718,83.969550856
E02000232,Croydon 039,529346.75,488500.0,3.639179104,2647903.627,37.0,65.0,2,20674.72725,72.0964496,68.75324897499999
E02000233,Croydon 040,417743.75,414847.0,3.63362963,3707037.563,39.0,73.0,4,21268.07793,71.55232015,73.6097904325
E02000234,Croydon 041,460650.25,460498.75,3.578018433,10325045.87,52.0,72.0,3,21705.52917,56.60434718,69.87330558400001
E02000235,Croydon 042,494741.25,435625.0,3.543432836,2374520.993,34.0,66.0,2,21914.34634,71.55232015,70.20724426749999
E02000236,Croydon 043,509669.0,529245.75,3.433583815,2159839.509,32.0,66.0,3,23076.66379,56.3351293,82.645941464
E02000237,Croydon 044,442639.75,439437.5,3.318589744,2995252.359,35.0,62.0,4,23807.18467,81.29666704,70.840182136
E02000238,Ealing 001,370030.25,379343.75,4.127583333,30427207.12,62.0,90.0,3,18258.19731,67.12442602,76.699324016
E02000239,Ealing 002,427690.0,460062.5,4.386027397,42448086.01,51.0,89.0,2,16705.44036,67.12442602,86.2192302
E02000240,Ealing 003,372640.75,386875.0,3.938196721,29343706.51,62.0,89.0,3,19973.6886,52.13155841,60.696815853333334
E02000241,Ealing 004,395205.75,407375.0,4.002875,23869389.64,81.0,88.0,1,19213.20031,52.13155841,75.45351557000001
E02000242,Ealing 005,466236.75,476465.0,4.541886792,3114928.321,51.0,90.0,3,15550.86708,48.05035776,83.3390324225
E02000243,Ealing 006,390695.0,388750.0,4.223666667,19514811.77,87.0,98.0,4,17768.78935,37.95281796,74.524500358
E02000244,Ealing 007,407390.75,444375.0,4.418586957,11311515.8,107.0,107.0,1,16190.04816,48.05035776,77.461064225
E02000245,Ealing 008,296190.0,281425.0,3.894197531,14513673.07,81.0,93.0,4,20476.9141,64.24954082,48.668520799999996
E02000246,Ealing 009,361139.0,378125.0,3.79537037,20786911.53,77.0,82.0,3,21527.4453,64.24954082,64.98029219600001
E02000247,Ealing 010,316265.0,296531.25,4.016827586,18124028.15,79.0,96.0,3,19296.05518,46.13119169,56.44740851166667
E02000249,Ealing 012,410652.75,442237.5,4.212608696,27685202.35,95.0,99.0,3,18198.12403,46.13119169,76.3405793975
E02000250,Ealing 013,794330.75,801250.0,4.683578947,6656814.874,41.0,102.0,1,15067.96772,54.23402242,90.4799029175
E02000251,Ealing 014,409139.5,410312.5,4.094,12089071.1,55.0,92.0,1,18852.71203,34.7030443,85.759482306
E02000252,Ealing 015,401148.0,370500.0,5.161300813,57650705.02,147.0,131.0,2,11960.11321,27.07288039,70.666145736
E02000253,Ealing 016,466119.0,447500.0,4.384017094,14797030.15,70.0,96.0,3,16983.46839,58.28016508,75.99798737833333
E02000254,Ealing 017,392287.25,389437.5,4.053764706,8400861.682,47.0,94.0,2,19543.2846,34.7030443,86.076869942
E02000255,Ealing 018,711492.0,717875.0,4.577183099,15663801.33,53.0,110.0,4,16151.9576,54.23402242,79.91405394833333
E02000256,Ealing 019,744717.0,548125.0,4.715140187,60174181.18,60.0,126.0,6,15425.46497,39.03763009,92.66659432
E02000257,Ealing 020,785342.25,635237.25,4.891758242,79848064.28,149.0,132.0,9,14107.95718,50.76078627,87.722903995
E02000258,Ealing 021,680265.75,640000.0,5.140447761,37476544.7,54.0,131.0,3,12602.39087,37.05156371,100.1218139375
E02000259,Ealing 022,589895.5,562975.0,4.387592593,3567665.611,58.0,103.0,3,17398.05133,58.28016508,92.48223985749999
E02000260,Ealing 023,333397.25,302250.0,4.130638298,78542605.64,141.0,121.0,4,19417.82157,56.6685432,85.98152102399999
E02000261,Ealing 024,602638.75,488000.0,5.369712644,77079972.57,92.0,121.0,7,11234.86295,27.07288039,73.45890717833333
E02000262,Ealing 025,600612.0,511875.0,5.210485437,117862296.7,148.0,115.0,2,12310.85402,37.05156371,99.312865242
E02000263,Ealing 026,325851.5,340437.5,3.960224719,61517962.53,78.0,116.0,5,20456.05635,19.96334851,93.02320947666668
E02000264,Ealing 027,765086.0,563125.0,5.060865385,146958459.9,83.0,122.0,2,13448.77254,32.39140148,93.904876152
E02000265,Ealing 028,547032.25,509000.0,4.576148649,77872130.58,102.0,117.0,3,16217.07321,39.76569277,88.67415520666667
E02000266,Ealing 029,380798.0,384343.75,4.124102564,55527302.49,96.0,109.0,6,18390.95222,48.24829326,53.32150536285714
E02000267,Ealing 030,552164.5,572875.0,4.405055833,52524233.56,67.0,118.0,4,17107.54099,43.91399266,94.7800240275
E02000268,Ealing 031,807253.25,652625.0,4.8198,13766972.32,59.0,102.0,1,14565.64731,44.73121374,93.52216370833332
E02000269,Ealing 032,822372.5,791250.0,4.679677419,13987398.28,57.0,96.0,3,15443.37267,39.76569277,108.326333866
E02000270,Ealing 033,564723.0,572187.5,5.149158879,46308832.09,73.0,106.0,5,12666.09838,32.39140148,65.93282623600001
E02000271,Ealing 034,928584.25,813750.0,5.301770833,53363103.58,80.0,101.0,2,11608.70742,30.06196511,109.737018075
E02000272,Ealing 035,711860.5,758250.0,4.492928,14468289.01,42.0,90.0,2,16550.73985,38.38734013,97.62246433749999
E02000274,Ealing 037,318125.0,313375.0,3.898110236,9514466.035,87.0,116.0,3,20819.91907,19.45705573,87.11835705857142
E02000275,Ealing 038,490755.25,434187.5,4.012909091,21020941.7,89.0,100.0,5,19549.88456,48.24829326,84.24165786500001
E02000276,Ealing 039,607669.75,552987.5,4.76359375,16534437.67,50.0,97.0,2,15301.22881,38.38734013,100.11871716
E02000277,Enfield 001,357425.25,361875.0,3.564705882,2595086.725,51.0,107.0,1,18570.30854,41.68210423,80.54510299
E02000278,Enfield 002,311194.0,344874.5,3.643913043,5955707.906,75.0,96.0,2,18075.19416,41.68210423,69.40415914
E02000279,Enfield 003,302760.25,285937.5,3.604784483,3842937.681,56.0,85.0,4,18211.5353,48.01182071,57.03316099
E02000280,Enfield 004,488677.5,474750.0,3.741272727,2982102.958,49.0,79.0,7,18182.33979,84.2151249,84.18318332
E02000281,Enfield 005,351598.75,339187.5,3.850061728,6991516.796,56.0,82.0,5,16992.87029,84.2151249,69.790733934
E02000282,Enfield 006,298975.0,286562.5,3.824913295,10418048.34,85.0,79.0,8,16946.72246,41.68210423,66.89551797200001
E02000283,Enfield 007,345971.25,350937.5,3.853655914,4551590.785,62.0,79.0,1,16682.04337,41.09441581,82.32178934800001
E02000284,Enfield 008,437118.0,453748.75,3.955747126,9166457.425,49.0,78.0,5,16049.16218,38.23910995,79.170828392
E02000285,Enfield 009,504398.25,519375.0,3.943762376,8723472.762,34.0,81.0,1,16062.19671,38.23910995,85.9009490825
E02000286,Enfield 010,446578.5,374425.0,3.938,4230334.779,43.0,76.0,0,16171.45427,69.57948283,56.385835799999995
E02000287,Enfield 011,676085.25,530250.0,4.016569343,7445135.964,40.0,69.0,3,17081.17243,76.07887965,66.91005665750001
E02000288,Enfield 012,327517.25,346250.0,4.074139785,17374188.18,105.0,85.0,9,15437.46471,49.28800143,78.42405915166667
E02000289,Enfield 013,662744.5,675625.0,4.10137931,5802173.021,28.0,71.0,3,15560.71018,69.57948283,76.5955686025
E02000290,Enfield 014,285717.75,266687.5,3.997546012,16160226.99,93.0,78.0,3,15795.00062,49.28800143,62.3188036125
E02000291,Enfield 015,381873.75,341250.0,4.14204918,9643390.311,91.0,84.0,1,14651.68904,46.08302753,70.14686748400001
E02000292,Enfield 016,399085.0,403125.0,4.139180328,12500885.19,67.0,87.0,2,14703.7956,35.68167099,94.34055669833333
E02000293,Enfield 017,851734.75,785625.0,4.228814815,9371251.859,46.0,79.0,1,14376.22523,55.49479061,79.0493331525
E02000294,Enfield 018,341721.5,365000.0,4.208787879,13902700.56,62.0,79.0,4,14145.21707,59.55916549,84.875891034
E02000295,Enfield 019,489410.25,443625.0,4.265238095,6614187.735,35.0,80.0,6,13986.36106,49.62393525,63.079547168
E02000296,Enfield 020,454341.25,423750.0,4.314140625,16876307.78,69.0,81.0,1,14405.43095,76.07887965,69.996521164
E02000297,Enfield 021,502166.75,548125.0,4.365106383,15782725.44,39.0,91.0,2,13459.76213,46.08302753,86.96158889666667
E02000298,Enfield 022,831107.0,745625.0,4.434962963,15239744.06,45.0,82.0,3,13219.44837,52.73032978,91.326723808
E02000299,Enfield 023,320119.75,344562.5,4.385438596,23370377.11,58.0,84.0,5,13318.0462,39.91447629,91.985685636
E02000300,Enfield 024,318688.0,341562.5,4.432871287,18301938.66,50.0,93.0,3,13101.99482,40.90998568,86.15926643200001
E02000301,Enfield 025,297151.5,304750.0,4.406123596,5284890.287,68.0,81.0,1,13068.75377,39.91447629,67.13792304
E02000302,Enfield 026,490664.5,507750.0,4.571315789,14136184.32,50.0,88.0,3,12281.65704,36.68618831,83.146138318
E02000303,Enfield 027,320067.75,335500.0,4.604081633,24807445.36,89.0,96.0,5,12101.93464,32.77537879,83.347132896
E02000304,Enfield 028,764261.75,765750.0,4.577462687,27013828.87,47.0,89.0,2,12250.50379,44.48963947,89.04406663
E02000305,Enfield 029,550975.5,478498.75,4.65183908,27826553.4,72.0,93.0,2,12014.95341,52.73032978,101.812307054
E02000306,Enfield 030,271798.0,270125.0,4.60965,33118320.4,132.0,98.0,3,11925.86129,32.77537879,57.866883904
E02000307,Enfield 031,381780.25,375875.0,4.641794872,22981727.89,53.0,107.0,3,11734.74284,40.90998568,96.01158482166666
E02000308,Enfield 032,528271.75,537249.0,4.728170732,31220023.49,63.0,108.0,4,11565.81535,44.48963947,83.431723408
E02000309,Enfield 033,320580.5,341562.5,4.693233831,38896511.78,126.0,116.0,2,11103.02662,31.50022275,87.12151428333334
E02000311,Enfield 035,401475.0,415000.0,4.778983051,24883895.77,61.0,106.0,6,10911.44159,37.58441573,79.88289371
E02000312,Enfield 036,534012.75,511021.0,4.79778626,34507912.05,67.0,109.0,2,11107.05932,37.58441573,99.37481437333334
E02000313,Greenwich 001,225531.25,219250.0,3.834807692,4728809.163,64.0,82.0,2,14414.60735,58.47037347,41.92365231
E02000314,Greenwich 002,274997.25,276062.5,4.048756098,9551809.624,70.0,80.0,5,13305.03247,58.47037347,22.977950515714287
E02000315,Greenwich 003,307107.0,318472.25,3.910534979,4235666.58,77.0,80.0,5,14429.07361,52.21374383,63.311242952
E02000316,Greenwich 004,389420.25,390818.75,4.717932331,61011475.61,153.0,99.0,7,10385.47804,41.21702363,56.270838375
E02000317,Greenwich 005,400135.75,328625.0,4.791052632,16455091.72,62.0,94.0,3,10359.50444,41.21702363,62.462397334
E02000318,Greenwich 006,321864.75,319737.5,4.252238806,36710031.03,81.0,84.0,4,13363.8722,47.17402506,93.97396106
E02000319,Greenwich 007,314909.5,320500.0,4.343382353,22515124.49,57.0,89.0,3,12561.43718,39.52325405,73.82478166
E02000320,Greenwich 008,360907.75,373687.5,4.03970297,35451079.28,53.0,81.0,1,14739.11208,52.21374383,91.750900325
E02000321,Greenwich 009,305054.0,307187.5,4.443592233,19671108.59,67.0,93.0,2,12201.72322,39.52325405,65.3977624975
E02000323,Greenwich 011,350481.25,347312.5,4.597707006,27268579.25,87.0,93.0,2,11795.52542,45.43952605,77.20531377666667
E02000324,Greenwich 012,456435.25,421250.0,5.04862069,23465885.98,67.0,93.0,3,9873.818865,44.55768523,77.67874419500001
E02000326,Greenwich 014,492982.75,532000.0,5.214485981,36192560.08,48.0,113.0,4,9064.735077,44.55768523,92.832515855
E02000327,Greenwich 015,359329.75,345418.75,4.696102941,22566370.26,71.0,89.0,3,11087.45767,45.43952605,60.0639990425
E02000328,Greenwich 016,686230.0,510875.0,5.361078431,45165138.47,50.0,105.0,4,8294.66261,53.4728694,82.7178392125
E02000329,Greenwich 017,371911.75,360250.0,4.371134021,16126754.97,40.0,79.0,4,13097.78485,69.28334513,87.67431926500001
E02000331,Greenwich 019,382357.5,368750.0,5.030394737,71353651.02,70.0,99.0,1,10156.14916,46.39247173,70.5557652325
E02000332,Greenwich 020,406048.25,411750.0,4.661136364,44647010.71,45.0,82.0,2,12137.08731,69.28334513,87.392441922
E02000333,Greenwich 021,773871.25,543125.0,5.260342466,42647994.77,66.0,106.0,4,9119.114798,53.4728694,89.63190036
E02000334,Greenwich 022,432347.5,386562.5,4.97288,17295987.15,43.0,91.0,3,10472.48857,46.39247173,83.5286102475
E02000335,Greenwich 023,468511.5,453750.0,4.731558442,22671403.19,33.0,90.0,1,12320.92951,45.53839857,92.0586396025
E02000337,Greenwich 025,377286.0,368750.0,4.901456311,24171862.32,50.0,114.0,4,11236.40889,36.62656112,79.11544111
E02000339,Greenwich 027,525957.5,509687.5,4.732435897,33579924.99,98.0,110.0,3,12363.82522,45.53839857,94.911030455
E02000340,Greenwich 028,395327.5,333750.0,4.582373737,29821812.21,117.0,84.0,4,13210.91134,61.23122017,76.00475037000001
E02000341,Greenwich 029,354970.75,326375.0,4.86816,36090309.56,68.0,92.0,5,11635.17474,56.0116299,77.858395666
E02000342,Greenwich 030,383794.75,376375.0,4.327387387,13551749.47,44.0,79.0,2,14227.73952,61.23122017,75.28508897333334
E02000343,Greenwich 031,402134.25,387500.0,4.486870229,35742757.5,65.0,86.0,2,13472.95503,40.38795276,73.893095575
E02000344,Greenwich 032,428494.75,446875.0,4.362142857,23659325.42,46.0,84.0,1,14289.14332,40.38795276,82.5455813825
E02000345,Hackney 001,639137.5,535000.0,5.459493671,92799958.24,63.0,107.0,20,6762.420541,42.72203902,87.922735604
E02000346,Hackney 002,625569.75,583125.0,5.508703704,102224993.2,81.0,115.0,6,6244.762325,51.98788535,59.0530787925
E02000347,Hackney 003,658247.25,522250.0,5.510540541,5916318.432,44.0,97.0,11,6211.414452,37.95503622,91.376687232
E02000348,Hackney 004,498375.25,443750.0,5.497592593,91289286.04,56.0,104.0,2,6389.620455,30.97352889,85.33918410599999
E02000350,Hackney 006,631424.25,507250.0,5.593809524,40173760.87,56.0,109.0,11,5724.309765,30.97352889,107.96978119999999
E02000351,Hackney 007,544599.75,534375.0,5.59393617,31448122.7,80.0,120.0,1,5531.552654,33.17522234,77.49742460666667
E02000352,Hackney 008,690229.25,550500.0,5.57,16825872.39,57.0,104.0,3,5343.16136,48.3416218,79.831710025
E02000353,Hackney 009,760082.5,650068.75,5.592643678,36906246.09,109.0,118.0,1,5289.214065,40.74363324,103.15975834800001
E02000354,Hackney 010,544229.5,477562.5,5.610561798,27909428.32,83.0,113.0,6,5129.580223,46.14327643,81.62159631166666
E02000355,Hackney 011,766781.75,664375.0,5.638387097,102869775.4,79.0,115.0,3,5490.051828,43.86833692,111.33916948000001
E02000356,Hackney 012,756246.5,619000.0,5.725087719,22183304.4,66.0,107.0,3,4584.54348,48.3416218,94.5788218775
E02000357,Hackney 013,386007.25,347125.0,5.475714286,13952995.54,93.0,94.0,2,6222.656652,70.51377508,59.9316096125
E02000358,Hackney 014,606574.25,508750.0,5.781170213,50633902.11,115.0,111.0,5,4535.508972,23.51920876,88.58000829500001
E02000359,Hackney 015,693750.75,749437.5,5.6025,4862374.161,73.0,104.0,3,5474.474885,70.51377508,95.526477685
E02000360,Hackney 016,490387.75,451875.0,5.824861111,34646747.18,66.0,124.0,4,4452.529097,30.83979323,81.11455079
E02000361,Hackney 017,545281.25,508487.5,5.799823009,100181760.9,180.0,140.0,3,4467.746856,30.83979323,87.07708613999999
E02000362,Hackney 018,467982.25,430143.75,5.62487013,77019646.78,114.0,138.0,2,5740.132738,43.59576821,54.746544095
E02000363,Hackney 019,419956.25,340031.25,5.74826087,89982296.21,99.0,123.0,4,4748.936695,28.54281677,59.050085403333334
E02000364,Hackney 020,726364.75,585275.0,5.898165138,34097092.17,114.0,119.0,4,3737.281635,26.54175418,88.95659491
E02000365,Hackney 021,642803.25,563189.5,5.929086022,47494665.06,193.0,125.0,5,3362.714388,39.62004668,70.40809169625
E02000366,Hackney 022,722694.25,535937.5,5.818347107,57292247.36,97.0,120.0,4,4402.587142,40.53826854,86.55689085200001
E02000367,Hackney 023,634715.25,594750.0,5.91704918,53526849.15,167.0,121.0,1,3646.599932,40.53826854,65.98380669833334
E02000368,Hackney 024,548433.5,484562.5,5.980413223,12341195.24,66.0,112.0,4,2886.314874,34.60270624,59.925368711666664
E02000369,Hackney 025,465127.25,423750.0,6.005809524,18155699.46,86.0,121.0,10,2516.152491,20.95704365,48.50181945333333
E02000370,Hackney 026,705534.25,703437.5,6.104177215,37172091.44,78.0,121.0,1,1960.301701,26.35574607,59.2003888875
E02000371,Hackney 027,641379.75,607994.5,6.191882845,146101302.2,370.0,156.0,3,1588.995281,20.95704365,63.41305708714286
E02000372,Hammersmith and Fulham 001,565526.25,516500.0,5.431550388,35844885.19,124.0,129.0,6,10135.90643,44.63788062,80.933085612
E02000373,Hammersmith and Fulham 002,422031.0,359375.0,5.532820513,5432431.641,63.0,115.0,4,9917.721107,35.01707298,81.319257865
E02000374,Hammersmith and Fulham 003,764940.75,746950.0,5.498658537,128129944.6,77.0,122.0,3,10402.82637,35.01707298,97.8369751425
E02000375,Hammersmith and Fulham 004,761312.75,648125.0,5.027637941,121855314.8,377.0,126.0,4,9214.406017,20.11099471,90.0649812
E02000376,Hammersmith and Fulham 005,771929.0,567275.0,5.657288136,295932693.1,170.0,118.0,3,9673.205453,20.11099471,105.4517877925
E02000377,Hammersmith and Fulham 006,682304.5,560625.0,5.561688312,163696006.2,90.0,119.0,1,10339.63621,24.63675811,102.93883513200001
E02000378,Hammersmith and Fulham 007,663140.5,583625.0,5.730204082,73488937.88,118.0,137.0,0,9039.119085,20.76132657,101.7023490425
E02000379,Hammersmith and Fulham 008,864997.75,631000.0,5.486944444,80279965.5,61.0,106.0,2,10801.69818,24.63675811,87.3950127475
E02000380,Hammersmith and Fulham 009,967974.25,749375.0,5.640958904,66048145.86,68.0,115.0,3,9779.106763,21.66336151,110.65062291
E02000381,Hammersmith and Fulham 010,1164438.75,798750.0,5.719213483,34545092.29,74.0,112.0,8,8992.68271,20.76132657,109.489408088
E02000382,Hammersmith and Fulham 011,916609.25,740000.0,5.513545455,83938091.42,132.0,133.0,9,10467.92474,40.1906425,87.6538481675
E02000383,Hammersmith and Fulham 012,721432.5,582875.0,5.813846154,33531991.67,71.0,138.0,4,8587.053171,25.81359389,96.82593325333333
E02000384,Hammersmith and Fulham 013,890025.0,716872.0,5.617777778,70598023.9,319.0,162.0,5,9669.438088,21.66336151,94.0013046
E02000385,Hammersmith and Fulham 014,726263.5,628750.0,5.779814815,45257777.85,86.0,133.0,2,8835.190418,16.85231275,117.6160569
E02000386,Hammersmith and Fulham 015,623602.5,560750.0,5.803417722,32998051.71,79.0,126.0,2,8328.651244,16.85231275,80.96479869800001
E02000387,Hammersmith and Fulham 016,813032.0,771625.0,5.685675676,31925049.51,84.0,117.0,2,9196.290335,32.87517096,83.4722687175
E02000388,Hammersmith and Fulham 017,939227.75,791093.75,5.827076923,55568859.89,116.0,118.0,4,8178.913732,14.01363852,93.989861564
E02000389,Hammersmith and Fulham 018,1155264.75,1060000.0,5.581463415,47468366.63,66.0,107.0,14,9721.932428,58.58445642,93.647364744
E02000390,Hammersmith and Fulham 019,906028.25,787875.0,5.738214286,8570994.036,62.0,109.0,2,8998.625085,16.69599345,105.621776495
E02000391,Hammersmith and Fulham 020,1367244.75,1093125.0,5.875390625,97153077.76,126.0,126.0,3,8163.679457,22.69707632,99.79095021
E02000392,Hammersmith and Fulham 021,1081663.75,910375.0,5.76797619,24607999.57,111.0,112.0,4,8811.235064,11.14186243,102.67818490500001
E02000393,Hammersmith and Fulham 022,927532.0,783125.0,5.665918367,72829483.14,58.0,110.0,3,9389.346828,16.69599345,114.499125175
E02000394,Hammersmith and Fulham 023,1270522.5,938737.5,5.8353125,19899449.39,57.0,102.0,1,7983.971216,33.59533345,57.850265988000004
E02000395,Hammersmith and Fulham 024,1196519.25,896875.0,5.679130435,147856133.2,93.0,104.0,3,9521.241853,11.14186243,101.6796659375
E02000396,Hammersmith and Fulham 025,1047357.5,856250.0,5.79,93546405.58,76.0,106.0,4,8732.287116,33.59533345,91.187479835
E02000397,Haringey 001,468947.75,455250.0,4.917468354,8477850.456,64.0,97.0,2,10240.33382,36.46538181,96.4617849725
E02000398,Haringey 002,319705.25,295687.5,4.810222222,5361924.57,105.0,90.0,6,10285.77852,30.68923081,75.5288653775
E02000400,Haringey 004,654610.0,671875.0,4.910666667,42737973.94,78.0,103.0,4,10384.32673,36.46538181,74.3653598625
E02000401,Haringey 005,402276.5,401618.75,4.914910714,21899993.41,72.0,102.0,1,9937.29155,46.38120859,89.9582807525
E02000402,Haringey 006,363193.0,388875.0,4.938282828,15056327.45,88.0,97.0,3,9871.587062,46.38120859,86.36150638999999
E02000403,Haringey 007,469376.75,427062.5,4.990333333,36676486.43,87.0,103.0,4,9884.591949,37.98545522,104.8698864575
E02000404,Haringey 008,420682.0,425000.0,4.973287671,5337746.315,64.0,99.0,2,9640.50925,37.98545522,84.4797215625
E02000405,Haringey 009,916031.75,974437.5,5.01,17159027.08,84.0,92.0,2,9552.993627,66.05122647,104.66598177
E02000406,Haringey 010,460370.5,458124.75,5.059482759,16887781.33,59.0,98.0,1,9076.642749,23.40407947,113.034097075
E02000407,Haringey 011,412645.25,395625.0,5.108933333,32380350.55,100.0,111.0,2,9025.31975,25.83098028,99.3517275025
E02000408,Haringey 012,394256.75,402875.0,5.088823529,86167039.09,114.0,113.0,3,9118.600476,39.37443837,80.0770892125
E02000409,Haringey 013,454210.25,480750.0,5.075,23663373.92,62.0,98.0,3,8832.859711,46.47168771,71.805363245
E02000410,Haringey 014,800650.25,630625.0,5.123166667,67333119.17,65.0,102.0,4,9630.332706,66.05122647,102.31289554
E02000411,Haringey 015,374001.25,379611.25,5.025952381,29423363.64,81.0,101.0,4,9038.588292,39.37443837,67.96049717
E02000412,Haringey 016,466286.5,432000.0,5.125,48301154.59,324.0,113.0,1,8822.878351,23.40407947,86.9510066475
E02000413,Haringey 017,894999.0,701062.5,5.088985507,51130114.25,41.0,90.0,4,9824.144019,53.23100384,89.09964589
E02000414,Haringey 018,484110.25,502375.0,5.175925926,48660457.43,67.0,100.0,0,8523.268181,25.83098028,111.74288265
E02000415,Haringey 019,507435.25,458812.5,5.211176471,40746772.82,86.0,105.0,3,8411.900932,46.47168771,100.0963592725
E02000416,Haringey 020,557473.75,502500.0,5.237159091,47342482.33,63.0,98.0,5,8337.787226,31.1587295,76.865630082
E02000417,Haringey 021,952455.25,852282.5,5.214883721,66858662.99,94.0,96.0,1,8677.736254,56.651427,102.8360676975
E02000418,Haringey 022,970879.5,1025000.0,5.236973684,45276971.97,53.0,100.0,0,8365.438912,56.651427,102.8372378425
E02000419,Haringey 023,611517.0,593993.75,5.272,129413238.0,82.0,114.0,2,7939.161217,45.18398313,112.051572225
E02000420,Haringey 024,471864.0,463500.0,5.276388889,46003871.87,120.0,109.0,1,7925.698498,26.63464749,92.5817215375
E02000421,Haringey 025,364857.25,358750.0,5.272170543,101588360.2,120.0,125.0,2,7984.215727,26.63464749,74.61639667
E02000422,Haringey 026,444975.5,434375.0,5.325151515,48040684.33,76.0,110.0,6,7562.0106,30.23761884,86.180760635
E02000423,Haringey 027,536460.5,523875.0,5.3305,67632395.87,76.0,108.0,2,7434.241601,30.23761884,108.0508084275
E02000424,Haringey 028,714334.5,600375.0,5.296666667,16103618.49,45.0,95.0,4,7531.420266,42.82664108,105.667645255
E02000425,Haringey 029,642678.25,688125.0,5.389558824,81568432.91,62.0,108.0,3,7332.899614,32.18259554,98.726878305
E02000426,Haringey 030,1375547.5,770623.25,5.375631068,66158831.09,65.0,100.0,4,8392.108723,66.54029589,88.19395750000001
E02000427,Haringey 031,580020.25,534000.0,5.40037037,41395005.37,88.0,111.0,1,6665.394119,45.18398313,109.4160071775
E02000428,Haringey 032,446603.25,441625.0,5.41,49400801.31,77.0,107.0,2,6947.717397,32.18259554,81.3132511025
E02000429,Haringey 033,962780.25,696893.75,5.395,14252484.79,57.0,96.0,2,7582.593382,52.26614244,84.9060620975
E02000430,Haringey 034,791652.25,610000.0,5.397303371,19552492.69,78.0,103.0,4,7151.368228,52.26614244,105.880651325
E02000431,Haringey 035,1026558.0,756250.0,5.48225,48548986.45,47.0,115.0,3,7372.910655,66.54029589,103.47915012749999
E02000432,Haringey 036,627167.75,529000.0,5.477733333,10190699.75,59.0,111.0,2,6509.565372,42.82664108,112.1881899
E02000433,Harrow 001,871572.0,550312.5,3.903081571,15230678.31,60.0,73.0,4,19980.19232,67.87350781,55.572316475
E02000434,Harrow 002,536174.25,530937.5,4.15972067,12491518.23,49.0,78.0,3,17690.81228,71.25055926,70.68177303
E02000435,Harrow 003,635746.75,556525.0,3.885165877,6256673.474,47.0,75.0,1,19233.54489,67.87350781,62.30347726
E02000436,Harrow 004,793659.0,730812.5,3.6218,6092237.213,33.0,69.0,1,21717.23208,61.2158592,73.329492355
E02000437,Harrow 005,466822.75,480312.5,3.832914286,8905531.286,47.0,80.0,1,19957.69028,74.09467103,75.37258375
E02000438,Harrow 006,542283.75,444312.5,3.64583691,10957725.41,54.0,82.0,4,21525.14178,61.2158592,69.79089424
E02000439,Harrow 007,437156.0,469368.75,4.331111111,23091106.88,61.0,82.0,3,16409.57362,35.27383186,81.041899444
E02000440,Harrow 008,589422.5,570312.5,4.068939394,14979920.81,52.0,81.0,2,18230.48311,43.62484328,83.987667026
E02000441,Harrow 009,608251.5,517625.0,3.499594595,13288102.03,39.0,69.0,1,23223.7719,63.53350989,64.757481205
E02000442,Harrow 010,438176.0,449375.0,4.348372093,10215450.84,46.0,83.0,3,16460.96399,35.27383186,85.845265312
E02000443,Harrow 011,405375.25,403500.0,3.90733945,8642281.706,63.0,82.0,4,19549.02659,30.23767854,88.341204872
E02000444,Harrow 012,497575.5,531937.5,4.244285714,38545666.68,50.0,84.0,1,17248.18443,39.73927141,85.14709286600001
E02000445,Harrow 013,403174.75,425062.5,4.006231884,30734768.19,77.0,86.0,3,18768.74297,30.29184775,80.696365458
E02000447,Harrow 015,575099.5,600000.0,3.822521008,15252303.29,37.0,76.0,2,20599.49312,64.11885775,85.75462084750001
E02000448,Harrow 016,707644.5,696250.0,3.617134503,14937647.01,49.0,77.0,2,21970.1435,63.53350989,75.8621830525
E02000449,Harrow 017,454274.5,462500.25,4.364927536,28111990.77,35.0,87.0,4,16253.48713,35.54802375,83.26398375400001
E02000451,Harrow 019,534153.5,582493.75,3.773068182,30455341.1,32.0,78.0,3,20886.70863,64.11885775,86.4893230975
E02000452,Harrow 020,382549.25,351062.5,4.006146789,20424991.16,73.0,85.0,5,18918.00313,30.29184775,92.4069250675
E02000453,Harrow 021,437711.75,407750.0,3.875063291,9374230.772,38.0,84.0,1,19595.71042,42.38252897,87.69631280499999
E02000454,Harrow 022,632858.75,638750.0,3.666328125,20112459.35,23.0,75.0,6,21674.05321,54.5876244,80.172854745
E02000455,Harrow 023,404954.25,370875.0,4.093410853,13090619.59,125.0,98.0,5,18122.91081,32.29555681,70.307460145
E02000456,Harrow 024,464212.5,505375.0,3.951139241,18095044.75,39.0,86.0,1,19521.60087,46.36871624,89.013339205
E02000457,Harrow 025,543929.0,551868.75,3.831864407,21711477.76,42.0,80.0,3,20387.05781,46.36871624,79.13945873
